#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Girros Headgear α+,0,9,2,0,0,M1,116,132,0,-3,2,0,1,Horn Maestro,2,Paralysis Resistance,1,,,,,,,Great Girros Thickhide,2,Great Girros Hardfang,1,Ultraplegia Sac,1,Warped Bone,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Girros Headgear β+,0,9,4,0,0,M1,116,132,0,-3,2,0,1,Horn Maestro,2,,,,,,,,,Great Girros Thickhide,2,Great Girros Hardfang,1,Ultraplegia Sac,1,Warped Bone,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Helm α+,0,9,3,0,0,M1,120,136,2,0,-3,0,2,Blast Resistance,2,Bombardier,1,,,,,,,Dodogama Thickhide,2,Dodogama Shard,1,Dodogama Mandible,1,Meldspar Ore,1,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Dodogama Helm β+,0,9,4,0,0,M1,120,136,2,0,-3,0,2,Blast Resistance,2,,,,,,,,,Dodogama Thickhide,2,Dodogama Shard,1,Dodogama Mandible,1,Meldspar Ore,1,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Headpiece α+,0,9,1,0,0,M1,116,132,0,-3,0,1,0,Invalid Message,2,Critical Boost,1,,,,,,,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Large Kulu-Ya-Ku Plume,1,Jagras Shard,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kulu Headpiece β+,0,9,4,0,0,M1,116,132,0,-3,0,1,0,Invalid Message,2,,,,,,,,,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,1,Large Kulu-Ya-Ku Plume,1,Jagras Shard,2,154,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Hat α+,0,9,2,2,0,M1,118,134,0,3,-3,0,1,Survival Expert,2,Poison Resistance,1,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Fellwing,1,Large Pukei-Pukei Sac,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Hat β+,0,9,4,1,1,M1,118,134,0,3,-3,0,1,Survival Expert,2,,,,,,,,,Pukei-Pukei Cortex,2,Pukei-Pukei Fellwing,1,Large Pukei-Pukei Sac,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Hat α+,0,9,1,0,0,M4,132,148,0,3,-2,-3,0,Critical Draw,2,Item Prolonger,1,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Fellwing,2,水妖鳥の特大水袋,2,Flood Sac,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Pukei Lagoon Hat β+,0,9,4,0,0,M4,132,148,0,3,-2,-3,0,Critical Draw,1,Item Prolonger,1,,,,,,,Coral Pukei-Pukei Cortex,3,Coral Pukei-Pukei Fellwing,2,水妖鳥の特大水袋,2,Flood Sac,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Helm α+,0,9,2,0,0,M1,118,134,-3,-1,3,-1,0,Guard,2,Marathon Runner,1,,,,,,,Barroth Chine,2,Barroth Cortex,2,Monster Toughbone,3,Rich Mud,1,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Barroth Helm β+,0,9,4,1,0,M1,118,134,-3,-1,3,-1,0,Guard,2,,,,,,,,,Barroth Chine,2,Barroth Cortex,2,Monster Toughbone,3,Rich Mud,1,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Helm α+,0,9,1,1,0,M1,118,134,-1,2,-3,0,0,Latent Power,2,Focus,1,,,,,,,Jyuratodus Cortex,1,Jyuratodus Hardfang,2,Jyuratodus Grandfin,1,Steel Gajau Whisker,1,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Jyura Helm β+,0,9,4,1,0,M1,118,134,-1,2,-3,0,0,Latent Power,1,Focus,1,,,,,,,Jyuratodus Cortex,1,Jyuratodus Hardfang,2,Jyuratodus Grandfin,1,Steel Gajau Whisker,1,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Helm α+,0,9,2,0,0,M1,118,134,-3,0,-2,3,2,Aquatic/Polar Mobility,2,Earplugs,1,,,,,,,Beotodus Cortex,2,Beotodus Shard,2,Beotodus Grandfin,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Beo Helm β+,0,9,4,1,0,M1,118,134,-3,0,-2,3,2,Aquatic/Polar Mobility,2,,,,,,,,,Beotodus Cortex,2,Beotodus Shard,2,Beotodus Grandfin,1,,,156,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kadachi Hat α+,0,9,2,0,0,M1,120,136,0,-3,3,0,0,Constitution,2,Evade Extender,1,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,1,Monster Essence,3,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Kadachi Hat β+,0,9,4,1,0,M1,120,136,0,-3,3,0,0,Constitution,1,Evade Extender,1,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,1,Monster Essence,3,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Hat α+,0,9,1,0,0,M3,132,148,1,3,-3,-2,1,Evade Extender,2,Paralysis Attack,1,,,,,,,Viper Tobi-Kadachi Thickfur,3,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,1,Wulg Thickfur,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Hat β+,0,9,4,0,0,M3,132,148,1,3,-3,-2,1,Evade Extender,1,Paralysis Attack,1,,,,,,,Viper Tobi-Kadachi Thickfur,3,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,1,Wulg Thickfur,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Helm α+,0,9,2,0,0,M1,128,144,0,-1,-2,3,0,Ice Resistance,2,Earplugs,2,,,,,,,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Tough Claw,1,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Helm β+,0,9,4,1,0,M1,128,144,0,-1,-2,3,0,Ice Resistance,2,Earplugs,1,,,,,,,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Tough Claw,1,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Helm α+,0,9,2,0,0,M3,130,146,-2,2,-1,3,-3,Resentment,2,Mushroomancer,1,,,,,,,Banbaro Chine,2,Banbaro Great Horn,1,Anteka Antler,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Helm β+,0,9,4,1,0,M3,130,146,-2,2,-1,3,-3,Resentment,2,,,,,,,,,Banbaro Chine,2,Banbaro Great Horn,1,Anteka Antler,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Helm α+,0,9,3,0,0,M4,132,148,3,-3,-1,-1,0,Fire Attack,2,Fire Resistance,1,Anjanath Dominance,1,,,,,Anjanath Fur,2,Anjanath Shard,2,Anjanath Lash,1,Conflagrant Sac,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Helm β+,0,9,4,0,0,M4,132,148,3,-3,-1,-1,0,Fire Attack,2,Anjanath Dominance,1,,,,,,,Anjanath Fur,2,Anjanath Shard,2,Anjanath Lash,1,Conflagrant Sac,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Fulgur Helm α+,0,11,2,1,0,M13,146,154,-1,-1,2,-3,0,Weakness Exploit,1,Resuscitate,1,Anjanath Dominance,1,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Lash,1,Lightning Sac,3,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Fulgur Helm β+,0,11,4,2,0,M13,146,154,-1,-1,2,-3,0,Weakness Exploit,1,Anjanath Dominance,1,,,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Lash,1,Lightning Sac,3,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rathian Helm α+,0,9,3,0,0,M4,130,146,2,0,-2,0,-3,Health Boost,2,Poison Attack,1,Rathian Essence,1,,,,,Rathian Cortex,2,Rathian Shard,2,Rathian Weave,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rathian Helm β+,0,9,4,0,0,M4,130,146,2,0,-2,0,-3,Health Boost,1,Poison Attack,1,Rathian Essence,1,,,,,Rathian Cortex,2,Rathian Shard,2,Rathian Weave,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Helm α+,0,9,3,0,0,M6,132,148,3,0,-3,0,-4,Evade Extender,2,Cliffhanger,1,Rathian Essence,1,,,,,Pink Rathian Cortex,3,Pink Rathian Shard,1,Rathian Weave,2,Monster Essence,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Helm β+,0,9,4,1,0,M6,132,148,3,0,-3,0,-4,Evade Extender,2,Rathian Essence,1,,,,,,,Pink Rathian Cortex,3,Pink Rathian Shard,1,Rathian Weave,2,Monster Essence,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Hat α+,0,9,3,0,0,M4,130,146,-3,2,0,1,0,Stamina Surge,2,Windproof,1,,,,,,,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Cortex,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Hat β+,0,9,4,1,0,M4,130,146,-3,2,0,1,0,Stamina Surge,2,,,,,,,,,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Cortex,2,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Hood α+,0,9,1,1,0,M4,132,148,-3,-3,2,1,1,Weakness Exploit,1,Wide-Range,1,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,1,Paolumu Cortex,3,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Hood β+,0,9,4,0,0,M4,132,148,-3,-3,2,1,1,Weakness Exploit,1,,,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,1,Paolumu Cortex,3,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Helm α+,0,9,1,1,0,M4,134,150,0,2,0,-1,-2,Tremor Resistance,2,Slugger,1,,,,,,,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Essence,3,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Helm β+,0,9,4,0,0,M4,134,150,0,2,0,-1,-2,Tremor Resistance,2,,,,,,,,,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Essence,3,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Artian Helm α+,0,10,2,0,0,,142,152,1,-2,-2,2,3,Invalid Message,2,Free Elem/Ammo Up,1,Ancient Divinity,1,,,,,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,激烈毒袋,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Artian Helm β+,0,10,4,1,0,,142,152,1,-2,-2,2,3,Invalid Message,1,Free Elem/Ammo Up,1,Ancient Divinity,1,,,,,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,激烈毒袋,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Helm α+,0,10,1,1,0,,142,152,2,2,2,-1,-1,Agitator,2,Partbreaker,1,Commission Alchemy,1,,,,,Steam Ticket,2,Monster Slogbone,3,Eltalite Ore,5,Dragonbone Artifact,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Helm β+,0,10,4,1,0,,142,152,2,2,2,-1,-1,Agitator,1,Partbreaker,1,Commission Alchemy,1,,,,,Steam Ticket,2,Monster Slogbone,3,Eltalite Ore,5,Dragonbone Artifact,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Helm α+,0,10,2,0,0,M6,136,146,-2,0,3,-1,0,Thunder Attack,2,Windproof,1,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Eltalite Ore,5,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Helm β+,0,10,4,2,0,M6,136,146,-2,0,3,-1,0,Thunder Attack,2,,,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Eltalite Ore,5,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Helm α+,0,10,1,1,0,M6,138,148,-3,2,-2,3,0,Evade Extender,2,Power Prolonger,1,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,Amber Hardfang,1,Barioth Greatspike,3,Wulg Thickfur,2,170,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Helm β+,0,10,4,1,0,M6,138,148,-3,2,-2,3,0,Evade Extender,1,Power Prolonger,1,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,Amber Hardfang,1,Barioth Greatspike,3,Wulg Thickfur,2,170,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Helm α+,0,10,2,0,0,M7,140,150,3,1,-2,1,-3,Attack Boost,2,Fire Attack,2,Rathalos Essence,1,,,,,Rathalos Cortex,2,Rathalos Shard,4,Rath Wingtalon+,2,Rathalos Medulla,2,172,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Helm β+,0,10,4,1,0,M7,140,150,3,1,-2,1,-3,Attack Boost,2,Rathalos Essence,1,,,,,,,Rathalos Cortex,2,Rathalos Shard,4,Rath Wingtalon+,2,Rathalos Medulla,2,172,Spiritvein Gem,1,Purecrystal,2,0,
Rath Soul Helm α+,0,11,1,1,0,M13,148,156,3,2,2,-3,-4,Critical Boost,1,Cliffhanger,1,Rathalos Essence,1,,,,,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Rath Wingtalon+,2,Monster Slogbone,5,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rath Soul Helm β+,0,11,4,0,0,M13,148,156,3,2,2,-3,-4,Critical Boost,1,Rathalos Essence,1,,,,,,,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Rath Wingtalon+,2,Monster Slogbone,5,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Helm α+,0,10,2,0,0,M7,140,150,3,-2,0,-3,2,Critical Draw,2,Slugger,1,Diablos Ambition,1,,,,,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Large Wyvern Gem,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Helm β+,0,10,4,0,0,M7,140,150,3,-2,0,-3,2,Critical Draw,2,Diablos Ambition,1,,,,,,,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Large Wyvern Gem,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Nero Helm α+,0,11,1,1,0,M13,148,156,2,-3,0,-4,2,Partbreaker,2,Resentment,1,Diablos Ambition,1,,,,,Black Diablos Chine,3,Black Diablos Cortex,2,Blackcurl Stouthorn,1,Monster Solidbone,2,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Nero Helm β+,0,11,4,1,0,M13,148,156,2,-3,0,-4,2,Partbreaker,2,Diablos Ambition,1,,,,,,,Black Diablos Chine,3,Black Diablos Cortex,2,Blackcurl Stouthorn,1,Monster Solidbone,2,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Legiana Helm α+,0,10,2,0,0,M7,140,150,-1,2,-3,3,0,Divine Blessing,2,Ice Attack,2,Legiana Ambition,1,,,,,Legiana Thickhide,2,Legiana Shard,2,Legiana Fellwing,1,Shamos Shard,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Legiana Helm β+,0,10,4,1,0,M7,140,150,-1,2,-3,3,0,Divine Blessing,2,Legiana Ambition,1,,,,,,,Legiana Thickhide,2,Legiana Shard,2,Legiana Fellwing,1,Shamos Shard,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Helm α+,0,11,1,1,1,M12,146,154,-3,2,-1,3,0,Hunger Resistance,2,Evade Extender,1,Legiana Ambition,1,,,,,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,1,Gracium,5,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Hoarcry Helm β+,0,11,4,1,0,M12,146,154,-3,2,-1,3,0,Hunger Resistance,2,Legiana Ambition,1,,,,,,,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,1,Gracium,5,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Odogaron Helm α+,0,10,2,0,0,M7,140,150,2,2,-2,-3,0,Bleeding Resistance,2,Critical Eye,2,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Shard,1,Odogaron Hardfang,1,Warped Bone,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Helm β+,0,10,4,0,0,M7,140,150,2,2,-2,-3,0,Bleeding Resistance,2,Critical Eye,1,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Shard,1,Odogaron Hardfang,1,Warped Bone,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Death Garon Helm α+,0,11,3,0,0,M14,148,156,-2,-3,-2,-2,4,Latent Power,2,Tool Specialist,1,Odogaron Essence,1,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Hardclaw,3,Ebony Odogaron Lash,1,Ebony Odogaron Mantle,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Death Garon Helm β+,0,11,4,2,0,M14,148,156,-2,-3,-2,-2,4,Latent Power,2,Odogaron Essence,1,,,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Hardclaw,3,Ebony Odogaron Lash,1,Ebony Odogaron Mantle,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Lavasioth Helm α+,0,10,1,1,0,M7,140,150,3,-3,1,-2,2,Fire Attack,2,Quick Sheath,1,,,,,,,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Hardfang,1,Gastodon Husk,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Lavasioth Helm β+,0,10,4,1,0,M7,140,150,3,-3,1,-2,2,Fire Attack,1,Quick Sheath,1,,,,,,,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Hardfang,1,Gastodon Husk,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Helm α+,0,10,2,1,0,M7,144,154,4,-3,1,-2,-2,Blast Resistance,2,Flinch Free,1,Uragaan Ambition,1,,,,,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Scute+,1,Firecell Stone,2,176,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Helm β+,0,10,4,3,0,M7,144,154,4,-3,1,-2,-2,Blast Resistance,2,Uragaan Ambition,1,,,,,,,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Scute+,1,Firecell Stone,2,176,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Helm α+,0,10,1,1,0,M7,140,150,-2,2,-3,0,0,Peak Performance,2,Piercing Shots,1,Nargacuga Essence,1,,,,,Nargacuga Blackfur+,2,Nargacuga Hardfang,1,Nargacuga Tailspear,2,Steel Gajau Whisker,2,172,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Helm β+,0,10,4,1,0,M7,140,150,-2,2,-3,0,0,Peak Performance,1,Piercing Shots,1,Nargacuga Essence,1,,,,,Nargacuga Blackfur+,2,Nargacuga Hardfang,1,Nargacuga Tailspear,2,Steel Gajau Whisker,2,172,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Helm α+,0,10,1,0,0,M7,142,152,3,-3,1,-1,-1,Focus,2,Handicraft,1,Glavenus Essence,1,,,,,Glavenus Cortex,2,Glavenus Hardfang,2,Glavenus Hellshell,1,Glavenus Mantle,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Helm β+,0,10,4,0,0,M7,142,152,3,-3,1,-1,-1,Focus,1,Handicraft,1,Glavenus Essence,1,,,,,Glavenus Cortex,2,Glavenus Hardfang,2,Glavenus Hellshell,1,Glavenus Mantle,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Acidic Glavenus Helm α+,0,11,1,0,0,M14,150,158,-3,2,-1,2,-1,Maximum Might,2,Effluvia Resistance,2,Glavenus Essence,1,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,2,Acidic Glavenus Spineshell,3,Honed Acidcryst,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Acidic Glavenus Helm β+,0,11,4,0,0,M14,150,158,-3,2,-1,2,-1,Maximum Might,1,Effluvia Resistance,2,Glavenus Essence,1,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,2,Acidic Glavenus Spineshell,3,Honed Acidcryst,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Brachydios Helm α+,0,10,3,0,0,M9,142,152,3,-2,1,-3,1,Agitator,2,Capacity Boost,1,Brachydios Essence,1,,,,,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Crown,2,Brachydios Pallium,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Brachydios Helm β+,0,10,4,1,0,M9,142,152,3,-2,1,-3,1,Agitator,2,Brachydios Essence,1,,,,,,,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Crown,2,Brachydios Pallium,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Helm α+,0,10,1,0,0,M9,142,152,2,0,-3,0,-2,Attack Boost,2,Earplugs,2,Tigrex Essence,1,,,,,Tigrex Cortex,2,Tigrex Hardfang,1,Tigrex Hardclaw,1,Large Wyvern Gem,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Helm β+,0,10,4,0,0,M9,142,152,2,0,-3,0,-2,Attack Boost,2,Earplugs,1,Tigrex Essence,1,,,,,Tigrex Cortex,2,Tigrex Hardfang,1,Tigrex Hardclaw,1,Large Wyvern Gem,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Rex Roar Helm α+,0,11,3,0,0,M70,156,164,3,-4,-2,0,0,Attack Boost,3,Free Meal,1,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardfang,2,Distorted Crystal,5,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rex Roar Helm β+,0,11,4,0,0,M70,156,164,3,-4,-2,0,0,Attack Boost,2,Free Meal,1,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardfang,2,Distorted Crystal,5,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Helm α+,0,11,3,0,0,,150,158,1,1,1,1,2,Marathon Runner,2,Mushroomancer,1,Instructor's Guidance,1,,,,,Black Belt Coin,2,Odogaron Coin,3,Cortos Hardclaw,3,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Helm β+,0,11,4,2,0,,150,158,1,1,1,1,2,Marathon Runner,2,Instructor's Guidance,1,,,,,,,Black Belt Coin,2,Odogaron Coin,3,Cortos Hardclaw,3,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Helm α+,0,11,1,0,0,M17,152,160,-2,0,-1,-1,4,Free Elem/Ammo Up,2,Stamina Surge,1,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Uragaan Scute+,1,Large Wyvern Gem,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Helm β+,0,11,4,0,0,M17,152,160,-2,0,-1,-1,4,Free Elem/Ammo Up,2,,,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Uragaan Scute+,1,Large Wyvern Gem,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Helm α+,0,11,3,0,0,M17,152,160,4,-2,0,0,0,Defense Boost,3,Speed Sharpening,2,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Paolumu Fellwing,1,Gracium,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Helm β+,0,11,4,1,1,M17,152,160,4,-2,0,0,0,Defense Boost,3,,,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Paolumu Fellwing,1,Gracium,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Helm α+,0,11,2,1,0,M18,154,162,3,1,-2,-4,-2,Earplugs,2,Blast Attack,2,Bazelgeuse Ambition,1,,,,,Flickering Silvershell,3,Distilled Blast Fluid,2,Scorching Silverwing,3,Bazelgeuse Mantle,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Helm β+,0,11,4,1,0,M18,154,162,3,1,-2,-4,-2,Earplugs,2,Blast Attack,1,Bazelgeuse Ambition,1,,,,,Flickering Silvershell,3,Distilled Blast Fluid,2,Scorching Silverwing,3,Bazelgeuse Mantle,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Helm α+,0,11,1,0,0,M21,156,164,2,1,-3,1,-3,Partbreaker,1,Handicraft,2,Deviljho Essence,1,,,,,Deviljho Blackpiel,3,Deviljho Shard,2,Vile Fang,2,Ebony Odogaron Mantle,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Helm β+,0,11,4,3,0,M21,156,164,2,1,-3,1,-3,Partbreaker,1,Deviljho Essence,1,,,,,,,Deviljho Blackpiel,3,Deviljho Shard,2,Vile Fang,2,Ebony Odogaron Mantle,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rimeguard Helm α+,0,12,3,2,0,M17,154,160,-3,2,-1,4,-1,Divine Blessing,2,Coalescence,1,Velkhana Divinity,1,,,,,Velkhana Cortex,3,冰龍の厚龍鱗,2,Velkhana Crownhorn,1,Large Elder Dragon Bone,3,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Rimeguard Helm β+,0,12,4,2,0,M17,154,160,-3,2,-1,4,-1,Divine Blessing,2,Velkhana Divinity,1,,,,,,,Velkhana Cortex,3,冰龍の厚龍鱗,2,Velkhana Crownhorn,1,Large Elder Dragon Bone,3,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Helm α+,0,12,1,0,0,M19,156,162,-2,4,1,1,-3,Peak Performance,2,Dragon Attack,2,Vaal Soulvein,1,,,,,Vaal Hazak Cortex,3,Shadowpierce Fang,1,Vaal Hazak Hardclaw,3,Large Elder Dragon Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Helm β+,0,12,4,1,0,M19,156,162,-2,4,1,1,-3,Peak Performance,2,Vaal Soulvein,1,,,,,,,Vaal Hazak Cortex,3,Shadowpierce Fang,1,Vaal Hazak Hardclaw,3,Large Elder Dragon Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Crown α+,0,12,1,0,0,M19,156,162,3,-3,1,-3,1,Latent Power,2,Critical Eye,2,Teostra Technique,1,,,,,Teostra Cortex,3,Teostra Mane+,2,Teostra Hardhorn,2,Large Elder Dragon Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
