#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Kadachi Vambraces β+,0,9,4,2,0,M1,120,136,0,-3,3,0,0,Evade Extender,1,Thunder Attack,2,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Shard,1,Tobi-Kadachi Hardclaw,2,Lightning Sac,2,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Braces α+,0,9,2,0,0,M3,132,148,1,3,-3,-2,1,Poison Attack,2,Evade Window,1,,,,,,,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Hardclaw,2,激烈毒袋,1,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Braces β+,0,9,4,0,0,M3,132,148,1,3,-3,-2,1,Poison Attack,1,Evade Window,1,,,,,,,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Shard,1,Viper Tobi-Kadachi Hardclaw,2,激烈毒袋,1,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Braces α+,0,9,2,1,0,M1,128,144,0,-1,-2,3,0,Defense Boost,2,Ice Attack,2,,,,,,,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Braces β+,0,9,4,1,0,M1,128,144,0,-1,-2,3,0,Defense Boost,2,Ice Attack,1,,,,,,,Bathycite Ore,1,Meldspar Ore,1,Eltalite Ore,2,,,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Vambraces α+,0,9,2,0,0,M3,130,146,-2,2,-1,3,-3,Offensive Guard,1,Health Boost,2,,,,,,,Banbaro Chine,2,Banbaro Cortex,2,Banbaro Lash,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Vambraces β+,0,9,4,0,0,M3,130,146,-2,2,-1,3,-3,Offensive Guard,1,Health Boost,1,,,,,,,Banbaro Chine,2,Banbaro Cortex,2,Banbaro Lash,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Vambraces α+,0,9,2,0,0,M4,132,148,3,-3,-1,-1,0,Special Ammo Boost,1,Fire Attack,2,Anjanath Dominance,1,,,,,Anjanath Fur,2,Anjanath Shard,2,Conflagrant Sac,2,Eltalite Ore,5,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Vambraces β+,0,9,4,0,0,M4,132,148,3,-3,-1,-1,0,Special Ammo Boost,1,Fire Attack,1,Anjanath Dominance,1,,,,,Anjanath Fur,2,Anjanath Shard,2,Conflagrant Sac,2,Eltalite Ore,5,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Fulgur Vambraces α+,0,11,2,0,0,M13,146,154,-1,-1,2,-3,0,Item Prolonger,2,Thunder Attack,2,Anjanath Dominance,1,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,1,Monster Solidbone,2,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Fulgur Vambraces β+,0,11,4,2,0,M13,146,154,-1,-1,2,-3,0,Item Prolonger,2,Anjanath Dominance,1,,,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,1,Monster Solidbone,2,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rathian Vambraces α+,0,9,3,0,0,M4,130,146,2,0,-2,0,-3,Poison Attack,2,Botanist,1,Rathian Essence,1,,,,,Rathian Cortex,2,Rathian Shard,2,Rathian Surspike,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rathian Vambraces β+,0,9,4,0,0,M4,130,146,2,0,-2,0,-3,Poison Attack,2,Rathian Essence,1,,,,,,,Rathian Cortex,2,Rathian Shard,2,Rathian Surspike,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Braces α+,0,9,2,0,0,M6,132,148,3,0,-3,0,-4,Windproof,2,Handicraft,1,Rathian Essence,1,,,,,Pink Rathian Cortex,3,Pink Rathian Shard,2,Rathian Surspike,1,Purecrystal,1,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Braces β+,0,9,4,2,0,M6,132,148,3,0,-3,0,-4,Windproof,2,Rathian Essence,1,,,,,,,Pink Rathian Cortex,3,Pink Rathian Shard,2,Rathian Surspike,1,Purecrystal,1,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Vambraces α+,0,9,2,2,0,M4,130,146,-3,2,0,1,0,Artillery,2,Windproof,1,,,,,,,Paolumu Thickfur,2,Paolumu Fellwing,1,Bathycite Ore,3,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Vambraces β+,0,9,4,1,0,M4,130,146,-3,2,0,1,0,Artillery,1,Windproof,1,,,,,,,Paolumu Thickfur,2,Paolumu Fellwing,1,Bathycite Ore,3,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Braces α+,0,9,2,0,0,M4,132,148,-3,-3,2,1,1,Maximum Might,1,Sleep Attack,1,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,1,Monster Toughbone,3,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Braces β+,0,9,4,0,0,M4,132,148,-3,-3,2,1,1,Maximum Might,1,,,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,1,Monster Toughbone,3,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Vambraces α+,0,9,2,0,0,M4,134,150,0,2,0,-1,-2,Sleep Attack,2,Guard,1,,,,,,,Radobaan Cortex,2,Radobaan Shard,2,Radobaan Oilshell+,1,Torpor Sac,1,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Vambraces β+,0,9,4,0,0,M4,134,150,0,2,0,-1,-2,Sleep Attack,1,Guard,1,,,,,,,Radobaan Cortex,2,Radobaan Shard,2,Radobaan Oilshell+,1,Torpor Sac,1,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Artian Vambraces α+,0,10,1,1,0,,142,152,1,-2,-2,2,3,Free Elem/Ammo Up,2,Tool Specialist,1,Ancient Divinity,1,,,,,Ancient Fragment,2,Monster Slogbone,2,Meldspar Ore,3,Conflagrant Sac,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Artian Vambraces β+,0,10,4,0,0,,142,152,1,-2,-2,2,3,Free Elem/Ammo Up,2,Ancient Divinity,1,,,,,,,Ancient Fragment,2,Monster Slogbone,2,Meldspar Ore,3,Conflagrant Sac,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Braces α+,0,10,2,0,0,,142,152,2,2,2,-1,-1,Bombardier,3,Tremor Resistance,1,Commission Alchemy,1,,,,,Steam Ticket,2,Monster Toughbone,2,Eltalite Ore,5,Purecrystal,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Braces β+,0,10,4,0,0,,142,152,2,2,2,-1,-1,Bombardier,3,Commission Alchemy,1,,,,,,,Steam Ticket,2,Monster Toughbone,2,Eltalite Ore,5,Purecrystal,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Vambraces α+,0,10,2,1,0,M6,136,146,-2,0,3,-1,0,Health Boost,2,Thunder Attack,2,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Bathycite Ore,3,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Vambraces β+,0,10,4,0,0,M6,136,146,-2,0,3,-1,0,Health Boost,2,Thunder Attack,1,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Bathycite Ore,3,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Vambraces α+,0,10,2,0,0,M6,138,148,-3,2,-2,3,0,Recovery Up,2,Constitution,2,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,琥珀色の重殻,1,Barioth Lash,1,Tough Claw,3,170,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Vambraces β+,0,10,4,0,0,M6,138,148,-3,2,-2,3,0,Recovery Up,2,Constitution,1,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,琥珀色の重殻,1,Barioth Lash,1,Tough Claw,3,170,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Vambraces α+,0,10,3,0,0,M7,140,150,3,1,-2,1,-3,Jump Master,1,Weakness Exploit,1,Rathalos Essence,1,,,,,Rathalos Cortex,2,Rathalos Shard,1,Rathalos Lash,1,Monster Slogbone,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Vambraces β+,0,10,4,3,0,M7,140,150,3,1,-2,1,-3,Jump Master,1,Rathalos Essence,1,,,,,,,Rathalos Cortex,2,Rathalos Shard,1,Rathalos Lash,1,Monster Slogbone,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Rath Soul Braces α+,0,11,2,0,0,M13,148,156,3,2,2,-3,-4,Partbreaker,2,Windproof,1,Rathalos Essence,1,,,,,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,2,Rath Wingtalon+,1,Barnos Hardclaw,2,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rath Soul Braces β+,0,11,4,1,0,M13,148,156,3,2,2,-3,-4,Partbreaker,1,Windproof,1,Rathalos Essence,1,,,,,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,2,Rath Wingtalon+,1,Barnos Hardclaw,2,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Vambraces α+,0,10,2,0,0,M7,140,150,3,-2,0,-3,2,Heroics,3,Tremor Resistance,1,Diablos Ambition,1,,,,,Diablos Chine,2,Diablos Cortex,2,Diablos Tailcase+,1,Kestodon Husk,2,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Vambraces β+,0,10,4,1,0,M7,140,150,3,-2,0,-3,2,Heroics,2,Tremor Resistance,1,Diablos Ambition,1,,,,,Diablos Chine,2,Diablos Cortex,2,Diablos Tailcase+,1,Kestodon Husk,2,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Nero Braces α+,0,11,1,1,0,M13,148,156,2,-3,0,-4,2,Slugger,2,Marathon Runner,1,Diablos Ambition,1,,,,,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,2,Tough Claw,3,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Nero Braces β+,0,11,4,2,0,M13,148,156,2,-3,0,-4,2,Slugger,1,Marathon Runner,1,Diablos Ambition,1,,,,,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,2,Tough Claw,3,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Legiana Vambraces α+,0,10,3,0,0,M7,140,150,-1,2,-3,3,0,Airborne,1,Evade Window,2,Legiana Ambition,1,,,,,Legiana Thickhide,2,Legiana Shard,1,Legiana Hardclaw,2,Tough Claw,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Legiana Vambraces β+,0,10,4,2,0,M7,140,150,-1,2,-3,3,0,Airborne,1,Evade Window,1,Legiana Ambition,1,,,,,Legiana Thickhide,2,Legiana Shard,1,Legiana Hardclaw,2,Tough Claw,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Vambraces α+,0,11,1,1,0,M12,146,154,-3,2,-1,3,0,Critical Draw,2,Hunger Resistance,1,Legiana Ambition,1,,,,,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Purecrystal,1,170,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Vambraces β+,0,11,4,0,0,M12,146,154,-3,2,-1,3,0,Critical Draw,2,Legiana Ambition,1,,,,,,,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Purecrystal,1,170,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Vambraces α+,0,10,1,0,0,M7,140,150,2,2,-2,-3,0,Constitution,2,Critical Eye,1,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Hardclaw,1,Odogaron Hardfang,2,Monster Essence,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Vambraces β+,0,10,4,0,0,M7,140,150,2,2,-2,-3,0,Constitution,1,Critical Eye,1,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Hardclaw,1,Odogaron Hardfang,2,Monster Essence,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Death Garon Braces α+,0,11,2,1,0,M14,148,156,-2,-3,-2,-2,4,Power Prolonger,1,Dragon Attack,2,Odogaron Essence,1,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,3,Ebony Odogaron Hardfang,2,Girros Shard,4,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Death Garon Braces β+,0,11,4,1,0,M14,148,156,-2,-3,-2,-2,4,Power Prolonger,1,Dragon Attack,1,Odogaron Essence,1,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,3,Ebony Odogaron Hardfang,2,Girros Shard,4,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Lavasioth Vambraces α+,0,10,1,0,0,M7,140,150,3,-3,1,-2,2,Peak Performance,2,Recovery Up,1,,,,,,,Lavasioth Cortex,2,Lavasioth Hardfang,2,Lavasioth Grandfin,1,Large Wyvern Gem,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Lavasioth Vambraces β+,0,10,4,0,0,M7,140,150,3,-3,1,-2,2,Peak Performance,1,Recovery Up,1,,,,,,,Lavasioth Cortex,2,Lavasioth Hardfang,2,Lavasioth Grandfin,1,Large Wyvern Gem,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Vambraces α+,0,10,2,0,0,M7,144,154,4,-3,1,-2,-2,Guard,2,Iron Skin,2,Uragaan Ambition,1,,,,,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Scute+,2,Lava Nugget,4,176,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Vambraces β+,0,10,4,0,0,M7,144,154,4,-3,1,-2,-2,Guard,2,Iron Skin,1,Uragaan Ambition,1,,,,,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Scute+,2,Lava Nugget,4,176,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Braces α+,0,10,1,0,0,M7,140,150,-2,2,-3,0,0,Stamina Surge,2,Stealth,2,Nargacuga Essence,1,,,,,Nargacuga Blackfur+,2,Nargacuga Shard,1,Nargacuga Hardfang,2,Prized Pelt,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Braces β+,0,10,4,0,0,M7,140,150,-2,2,-3,0,0,Stamina Surge,2,Nargacuga Essence,1,,,,,,,Nargacuga Blackfur+,2,Nargacuga Shard,1,Nargacuga Hardfang,2,Prized Pelt,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Braces α+,0,10,1,0,0,M7,142,152,3,-3,1,-1,-1,Maximum Might,2,Focus,1,Glavenus Essence,1,,,,,Glavenus Cortex,2,Glavenus Hellshell,2,Glavenus Tailedge,1,Purecrystal,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Braces β+,0,10,4,0,0,M7,142,152,3,-3,1,-1,-1,Maximum Might,1,Focus,1,Glavenus Essence,1,,,,,Glavenus Cortex,2,Glavenus Hellshell,2,Glavenus Tailedge,1,Purecrystal,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Acidic Glavenus Braces α+,0,11,2,1,0,M14,150,158,-3,2,-1,2,-1,Stun Resistance,2,Handicraft,1,Glavenus Essence,1,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,2,Monster Solidbone,4,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Acidic Glavenus Braces β+,0,11,4,2,1,M14,150,158,-3,2,-1,2,-1,Stun Resistance,2,Glavenus Essence,1,,,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,2,Monster Solidbone,4,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Brachydios Braces α+,0,10,2,0,0,M9,142,152,3,-2,1,-3,1,Agitator,2,Blast Resistance,2,Brachydios Essence,1,,,,,Fine Brachydios Ebonshell,2,Brachydios Cortex,2,Brachydios Pounder+,1,Glowing Slime,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Brachydios Braces β+,0,10,4,0,0,M9,142,152,3,-2,1,-3,1,Agitator,2,Blast Resistance,1,Brachydios Essence,1,,,,,Fine Brachydios Ebonshell,2,Brachydios Cortex,2,Brachydios Pounder+,1,Glowing Slime,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Braces α+,0,10,1,0,0,M9,142,152,2,0,-3,0,-2,Speed Eating,2,Attack Boost,2,Tigrex Essence,1,,,,,Tigrex Cortex,2,Tigrex Shard,1,Tigrex Hardfang,2,Tough Claw,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Braces β+,0,10,4,0,0,M9,142,152,2,0,-3,0,-2,Speed Eating,2,Attack Boost,1,Tigrex Essence,1,,,,,Tigrex Cortex,2,Tigrex Shard,1,Tigrex Hardfang,2,Tough Claw,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Rex Roar Braces α+,0,11,3,0,0,M70,156,164,3,-4,-2,0,0,Health Boost,3,Attack Boost,2,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardclaw,2,Malformed Frenzybone,3,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rex Roar Braces β+,0,11,4,0,0,M70,156,164,3,-4,-2,0,0,Health Boost,2,Attack Boost,2,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Shard,2,Brute Tigrex Hardclaw,2,Malformed Frenzybone,3,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Braces α+,0,11,3,0,0,,150,158,1,1,1,1,2,Wide-Range,2,Horn Maestro,2,Instructor's Guidance,1,,,,,Black Belt Coin,2,Banbaro Coin,3,Anteka Antler,2,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Braces β+,0,11,4,1,0,,150,158,1,1,1,1,2,Wide-Range,2,Instructor's Guidance,1,,,,,,,Black Belt Coin,2,Banbaro Coin,3,Anteka Antler,2,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Vambraces α+,0,11,2,1,0,M17,152,160,-2,0,-1,-1,4,Stamina Surge,2,Mushroomancer,1,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Lavasioth Grandfin,1,Dragonbone Artifact,3,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Vambraces β+,0,11,4,1,0,M17,152,160,-2,0,-1,-1,4,Stamina Surge,1,Mushroomancer,1,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Lavasioth Grandfin,1,Dragonbone Artifact,3,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Vambraces α+,0,11,2,1,0,M17,152,160,4,-2,0,0,0,Handicraft,2,Speed Sharpening,1,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Rathalos Fellwing,1,Large Wyvern Gem,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Vambraces β+,0,11,4,1,0,M17,152,160,4,-2,0,0,0,Handicraft,2,,,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Rathalos Fellwing,1,Large Wyvern Gem,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Vambraces α+,0,11,3,0,0,M18,154,162,3,1,-2,-4,-2,Critical Draw,2,Earplugs,1,Bazelgeuse Ambition,1,,,,,Flickering Silvershell,3,Scorching Silverwing,2,Bazelgeuse Flail,1,Diablos Hardhorn,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Vambraces β+,0,11,4,3,0,M18,154,162,3,1,-2,-4,-2,Critical Draw,2,Bazelgeuse Ambition,1,,,,,,,Flickering Silvershell,3,Scorching Silverwing,2,Bazelgeuse Flail,1,Diablos Hardhorn,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Vambraces α+,0,11,2,0,0,M21,156,164,2,1,-3,1,-3,Stamina Thief,2,Partbreaker,1,Deviljho Essence,1,,,,,Deviljho Blackpiel,3,Deviljho Shard,2,Black Blood,3,Monster Solidbone,5,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Vambraces β+,0,11,4,0,0,M21,156,164,2,1,-3,1,-3,Stamina Thief,2,Deviljho Essence,1,,,,,,,Deviljho Blackpiel,3,Deviljho Shard,2,Black Blood,3,Monster Solidbone,5,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rimeguard Vambraces α+,0,12,1,0,0,M17,154,160,-3,2,-1,4,-1,Quick Sheath,1,Flinch Free,2,Velkhana Divinity,1,,,,,Velkhana Cortex,3,Velkhana Fellwing,2,Velkhana Crownhorn,2,Velkhana Crystal,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Rimeguard Vambraces β+,0,12,4,0,0,M17,154,160,-3,2,-1,4,-1,Quick Sheath,1,Flinch Free,1,Velkhana Divinity,1,,,,,Velkhana Cortex,3,Velkhana Fellwing,2,Velkhana Crownhorn,2,Velkhana Crystal,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Braces α+,0,12,2,1,1,M19,156,162,-2,4,1,1,-3,Recovery Up,2,Speed Eating,1,Vaal Soulvein,1,,,,,Vaal Hazak Cortex,3,Vaal Hazak Fellwing,2,Shadowpierce Fang,2,Large Elder Dragon Bone,5,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Braces β+,0,12,4,1,1,M19,156,162,-2,4,1,1,-3,Recovery Up,2,Vaal Soulvein,1,,,,,,,Vaal Hazak Cortex,3,Vaal Hazak Fellwing,2,Shadowpierce Fang,2,Large Elder Dragon Bone,5,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Vambraces α+,0,12,2,0,0,M19,156,162,3,-3,1,-3,1,Weakness Exploit,2,Heat Guard,1,Teostra Technique,1,,,,,Teostra Cortex,3,炎王龍の厚龍鱗,3,Teostra Hardhorn,1,Fulgur Anjanath Mantle,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Vambraces β+,0,12,4,3,0,M19,156,162,3,-3,1,-3,1,Weakness Exploit,1,Heat Guard,1,Teostra Technique,1,,,,,Teostra Cortex,3,炎王龍の厚龍鱗,3,Teostra Hardhorn,1,Fulgur Anjanath Mantle,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Grip α+,0,12,1,0,0,M19,156,162,0,2,-3,4,-2,Evade Window,3,Kushala Daora Flight,1,,,,,,,Daora Cortex,4,Daora Fellwing,3,Daora Hardhorn,2,Large Elder Dragon Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Grip β+,0,12,4,2,0,M19,156,162,0,2,-3,4,-2,Evade Window,2,Kushala Daora Flight,1,,,,,,,Daora Cortex,4,Daora Fellwing,3,Daora Hardhorn,2,Large Elder Dragon Gem,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Longarms α+,0,12,3,2,0,M19,154,160,-3,-2,4,-2,2,Thunder Attack,3,Marathon Runner,1,Kirin Divinity,1,,,,,Kirin Silvermane,3,Kirin Finehide,2,Kirin Thundertail+,2,Dragonbone Artifact,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Longarms β+,0,12,4,2,2,M19,154,160,-3,-2,4,-2,2,Thunder Attack,3,Kirin Divinity,1,,,,,,,Kirin Silvermane,3,Kirin Finehide,2,Kirin Thundertail+,2,Dragonbone Artifact,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Gloves α+,0,12,1,0,0,M20,158,164,-3,4,3,0,-2,Tool Specialist,2,Maximum Might,1,Namielle Divinity,1,,,,,Namielle Finehide,2,Namielle Fellwing,2,Namielle Whisker,1,Fey Wyvern Gem,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Gloves β+,0,12,4,0,0,M20,158,164,-3,4,3,0,-2,Tool Specialist,2,Namielle Divinity,1,,,,,,,Namielle Finehide,2,Namielle Fellwing,2,Namielle Whisker,1,Fey Wyvern Gem,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guild Palace Braces α+,0,11,3,0,0,M70,154,162,1,2,2,1,1,Offensive Guard,2,Heroics,1,Guild Pride,1,,,,,Hero King Coin,1,Zinogre Coin,2,Black Belt Coin,2,Daora Hardclaw,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guild Palace Braces β+,0,11,4,1,0,M70,154,162,1,2,2,1,1,Offensive Guard,2,Guild Pride,1,,,,,,,Hero King Coin,1,Zinogre Coin,2,Black Belt Coin,2,Daora Hardclaw,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Shara Ishvalda Braces α+,0,12,1,0,0,M23,162,168,0,-2,3,-3,0,Critical Boost,2,Coalescence,1,Shara Ishvalda Divinity,1,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderclaw,2,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Shara Ishvalda Braces β+,0,12,4,0,0,M23,162,168,0,-2,3,-3,0,Critical Boost,2,Shara Ishvalda Divinity,1,,,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderclaw,2,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Claws α+,0,12,1,1,0,M24,160,166,4,-3,-1,-2,-3,Flinch Free,2,Free Meal,1,Zorah Magdaros Essence,1,,,,,龍脈の剛龍骨,4,Decayed Crystal,3,Mossy Greatbone,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Claws β+,0,12,4,1,0,M24,160,166,4,-3,-1,-2,-3,Flinch Free,2,Zorah Magdaros Essence,1,,,,,,,龍脈の剛龍骨,4,Decayed Crystal,3,Mossy Greatbone,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Garuga Vambraces α+,0,11,1,0,0,M24,154,162,2,-3,2,-2,-2,Earplugs,3,,,,,,,,,Garuga Cortex,2,Garuga Silverpelt,2,Garuga Auricle,2,Scratched Shell,3,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Garuga Vambraces β+,0,11,4,0,0,M24,154,162,2,-3,2,-2,-2,Earplugs,2,,,,,,,,,Garuga Cortex,2,Garuga Silverpelt,2,Garuga Auricle,2,Scratched Shell,3,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Zinogre Braces α+,0,11,2,1,0,M24,158,166,-1,-1,4,-4,1,Recovery Speed,2,Latent Power,2,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Lash,1,Fulgurbug,3,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
