#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Kadachi Greaves β+,0,9,4,1,1,M1,120,136,0,-3,3,0,0,Thunder Resistance,2,,,,,,,,,Tobi-Kadachi Thickfur,2,Tobi-Kadachi Membrane+,1,Tobi-Kadachi Cathode,1,,,158,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Greaves α+,0,9,2,0,0,M3,132,148,1,3,-3,-2,1,Evade Window,1,Constitution,1,,,,,,,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Membrane+,1,Viper Tobi-Kadachi Thorn,1,Wulg Thickfur,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Viper Kadachi Greaves β+,0,9,4,1,0,M3,132,148,1,3,-3,-2,1,Quick Sheath,1,,,,,,,,,Viper Tobi-Kadachi Thickfur,2,Viper Tobi-Kadachi Membrane+,1,Viper Tobi-Kadachi Thorn,1,Wulg Thickfur,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Greaves α+,0,9,2,2,1,M1,128,144,0,-1,-2,3,0,Heavy Artillery,2,Ice Resistance,1,,,,,,,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Gajau Thickhide,1,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
High Metal Greaves β+,0,9,4,3,0,M1,128,144,0,-1,-2,3,0,Heavy Artillery,1,Ice Resistance,1,,,,,,,Bathycite Ore,1,Meldspar Ore,2,Eltalite Ore,2,Gajau Thickhide,1,166,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Greaves α+,0,9,3,0,0,M3,130,146,-2,2,-1,3,-3,Mushroomancer,1,Speed Eating,1,,,,,,,Banbaro Chine,2,Banbaro Cortex,1,Banbaro Great Horn,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Banbaro Greaves β+,0,9,4,1,0,M3,130,146,-2,2,-1,3,-3,Mushroomancer,1,,,,,,,,,Banbaro Chine,2,Banbaro Cortex,1,Banbaro Great Horn,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Greaves α+,0,9,2,0,0,M4,132,148,3,-3,-1,-1,0,Artillery,2,Marathon Runner,1,Anjanath Dominance,1,,,,,Anjanath Fur,2,Anjanath Shard,1,Heavy Anjanath Nosebone,1,Monster Toughbone,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Greaves β+,0,9,4,1,0,M4,132,148,3,-3,-1,-1,0,Artillery,2,Anjanath Dominance,1,,,,,,,Anjanath Fur,2,Anjanath Shard,1,Heavy Anjanath Nosebone,1,Monster Toughbone,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Fulgur Greaves α+,0,11,2,1,0,M13,146,154,-1,-1,2,-3,0,Thunder Attack,2,Special Ammo Boost,1,Anjanath Dominance,1,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,2,Monster Solidbone,3,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Fulgur Greaves β+,0,11,4,1,0,M13,146,154,-1,-1,2,-3,0,Thunder Attack,2,Anjanath Dominance,1,,,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Shard,2,Fulgur Anjanath Hardfang,2,Monster Solidbone,3,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rathian Greaves α+,0,9,3,0,0,M4,130,146,2,0,-2,0,-3,Recovery Up,2,Poison Resistance,1,Rathian Essence,1,,,,,Rathian Cortex,2,Rathian Weave,1,Conflagrant Sac,3,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rathian Greaves β+,0,9,4,0,0,M4,130,146,2,0,-2,0,-3,Recovery Up,2,Rathian Essence,1,,,,,,,Rathian Cortex,2,Rathian Weave,1,Conflagrant Sac,3,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Greaves α+,0,9,2,1,0,M6,132,148,3,0,-3,0,-4,Tool Specialist,1,Windproof,1,Rathian Essence,1,,,,,Pink Rathian Cortex,3,Pink Rathian Shard,2,Rathian Weave,1,Conflagrant Sac,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Greaves β+,0,9,4,2,0,M6,132,148,3,0,-3,0,-4,Tool Specialist,1,Rathian Essence,1,,,,,,,Pink Rathian Cortex,3,Pink Rathian Shard,2,Rathian Weave,1,Conflagrant Sac,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Greaves α+,0,9,3,0,0,M4,130,146,-3,2,0,1,0,Windproof,2,Stamina Surge,1,,,,,,,Paolumu Thickfur,2,Paolumu Fellwing,2,Paolumu Cortex,3,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Greaves β+,0,9,4,1,0,M4,130,146,-3,2,0,1,0,Windproof,2,,,,,,,,,Paolumu Thickfur,2,Paolumu Fellwing,2,Paolumu Cortex,3,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Greaves α+,0,9,3,0,0,M4,132,148,-3,-3,2,1,1,Sleep Resistance,2,Wide-Range,1,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,2,Paolumu Cortex,1,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Greaves β+,0,9,4,1,0,M4,132,148,-3,-3,2,1,1,Sleep Resistance,2,,,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Fellwing,2,Paolumu Cortex,1,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Greaves α+,0,9,2,0,0,M4,134,150,0,2,0,-1,-2,Bleeding Resistance,2,Guard,1,,,,,,,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Toughbone,4,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Greaves β+,0,9,4,1,0,M4,134,150,0,2,0,-1,-2,Bleeding Resistance,2,,,,,,,,,Radobaan Cortex,2,Radobaan Shard,1,Large Wyvern Bonemass,2,Monster Toughbone,4,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Artian Greaves α+,0,10,1,1,0,,142,152,1,-2,-2,2,3,Peak Performance,2,Invalid Message,1,Ancient Divinity,1,,,,,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Cryo Sac,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Artian Greaves β+,0,10,4,0,0,,142,152,1,-2,-2,2,3,Peak Performance,2,Ancient Divinity,1,,,,,,,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Cryo Sac,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Greaves α+,0,10,1,1,0,,142,152,2,2,2,-1,-1,Critical Boost,1,Bombardier,2,Commission Alchemy,1,,,,,Steam Ticket,2,Monster Toughbone,3,Eltalite Ore,5,Dragonbone Artifact,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Greaves β+,0,10,4,0,0,,142,152,2,2,2,-1,-1,Critical Boost,1,Bombardier,1,Commission Alchemy,1,,,,,Steam Ticket,2,Monster Toughbone,3,Eltalite Ore,5,Dragonbone Artifact,1,174,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Greaves α+,0,10,2,0,0,M6,136,146,-2,0,3,-1,0,Defense Boost,2,Free Elem/Ammo Up,1,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Gracium,3,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Greaves β+,0,10,4,0,0,M6,136,146,-2,0,3,-1,0,Defense Boost,1,Free Elem/Ammo Up,1,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Gracium,3,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Greaves α+,0,10,1,1,0,M6,138,148,-3,2,-2,3,0,Constitution,2,Quick Sheath,1,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,Amber Hardfang,2,Barioth Hardclaw,1,Large Wyvern Gem,1,170,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Greaves β+,0,10,4,1,0,M6,138,148,-3,2,-2,3,0,Constitution,1,Quick Sheath,1,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,Amber Hardfang,2,Barioth Hardclaw,1,Large Wyvern Gem,1,170,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Greaves α+,0,10,3,0,0,M7,140,150,3,1,-2,1,-3,Invalid Message,2,Attack Boost,2,Rathalos Essence,1,,,,,Rathalos Cortex,2,Rathalos Fellwing,1,Rath Wingtalon+,2,Conflagrant Sac,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Greaves β+,0,10,4,0,0,M7,140,150,3,1,-2,1,-3,Invalid Message,2,Attack Boost,1,Rathalos Essence,1,,,,,Rathalos Cortex,2,Rathalos Fellwing,1,Rath Wingtalon+,2,Conflagrant Sac,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Rath Soul Greaves α+,0,11,1,0,0,M13,148,156,3,2,2,-3,-4,Critical Boost,1,Windproof,2,Rathalos Essence,1,,,,,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,1,Azure Rathalos Lash,1,Rathalos Mantle,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rath Soul Greaves β+,0,11,4,0,0,M13,148,156,3,2,2,-3,-4,Critical Boost,1,Windproof,1,Rathalos Essence,1,,,,,Azure Rathalos Cortex,3,Azure Rathalos Fellwing,1,Azure Rathalos Lash,1,Rathalos Mantle,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Greaves α+,0,10,1,1,0,M7,140,150,3,-2,0,-3,2,Tremor Resistance,2,Slugger,2,Diablos Ambition,1,,,,,Diablos Chine,2,Diablos Cortex,1,Diablos Tailcase+,1,Monster Slogbone,5,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Greaves β+,0,10,4,1,0,M7,140,150,3,-2,0,-3,2,Tremor Resistance,2,Slugger,1,Diablos Ambition,1,,,,,Diablos Chine,2,Diablos Cortex,1,Diablos Tailcase+,1,Monster Slogbone,5,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Nero Greaves α+,0,11,1,0,0,M13,148,156,2,-3,0,-4,2,Resentment,2,Slugger,1,Diablos Ambition,1,,,,,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,1,Large Wyvern Gem,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Nero Greaves β+,0,11,4,0,0,M13,148,156,2,-3,0,-4,2,Resentment,2,Diablos Ambition,1,,,,,,,Black Diablos Chine,3,Black Diablos Cortex,2,Diablos Tailcase+,1,Large Wyvern Gem,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Legiana Greaves α+,0,10,3,0,0,M7,140,150,-1,2,-3,3,0,Ice Resistance,2,Critical Draw,1,Legiana Ambition,1,,,,,Legiana Thickhide,2,Legiana Fellwing,1,Legiana Tail Webbing+,1,翼膜の特上皮,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Legiana Greaves β+,0,10,4,2,0,M7,140,150,-1,2,-3,3,0,Ice Resistance,2,Legiana Ambition,1,,,,,,,Legiana Thickhide,2,Legiana Fellwing,1,Legiana Tail Webbing+,1,翼膜の特上皮,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Greaves α+,0,11,1,1,0,M12,146,154,-3,2,-1,3,0,Marathon Runner,2,Spread/Power Shots,1,Legiana Ambition,1,,,,,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,2,Frozen Bone,3,170,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Greaves β+,0,11,4,2,0,M12,146,154,-3,2,-1,3,0,Marathon Runner,2,Legiana Ambition,1,,,,,,,Rimed Hide,3,Legiana Shard,2,Obsidian Icetalon,2,Frozen Bone,3,170,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Greaves α+,0,10,1,0,0,M7,140,150,2,2,-2,-3,0,Quick Sheath,2,Critical Eye,1,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Hardclaw,2,Odogaron Lash,1,Dragonbone Artifact,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Greaves β+,0,10,4,0,0,M7,140,150,2,2,-2,-3,0,Quick Sheath,1,Critical Eye,1,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Hardclaw,2,Odogaron Lash,1,Dragonbone Artifact,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Death Garon Greaves α+,0,11,1,1,0,M14,148,156,-2,-3,-2,-2,4,Tool Specialist,2,Power Prolonger,1,Odogaron Essence,1,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Lash,1,Tough Claw,3,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Death Garon Greaves β+,0,11,4,1,1,M14,148,156,-2,-3,-2,-2,4,Tool Specialist,2,Odogaron Essence,1,,,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Lash,1,Tough Claw,3,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Lavasioth Greaves α+,0,10,2,0,0,M7,140,150,3,-3,1,-2,2,Spread/Power Shots,1,Fire Attack,2,,,,,,,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Grandfin,1,Eltalite Ore,8,172,Spiritvein Gem,1,Purecrystal,2,0,
Lavasioth Greaves β+,0,10,4,1,0,M7,140,150,3,-3,1,-2,2,Spread/Power Shots,1,Fire Attack,1,,,,,,,Lavasioth Cortex,2,Lavasioth Shard,2,Lavasioth Grandfin,1,Eltalite Ore,8,172,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Greaves α+,0,10,1,0,0,M7,144,154,4,-3,1,-2,-2,Guard,2,Offensive Guard,1,Uragaan Ambition,1,,,,,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Marrow,1,Thick Bone,5,176,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Greaves β+,0,10,4,1,0,M7,144,154,4,-3,1,-2,-2,Guard,2,Uragaan Ambition,1,,,,,,,Uragaan Cortex,2,Uragaan Shard,1,Uragaan Marrow,1,Thick Bone,5,176,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Greaves α+,0,10,1,1,0,M7,140,150,-2,2,-3,0,0,Evade Window,1,Peak Performance,1,Nargacuga Essence,1,,,,,Nargacuga Blackfur+,2,Nargacuga Shard,2,Nargacuga Cutwing+,1,Vespoid Razorwing,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Greaves β+,0,10,4,1,0,M7,140,150,-2,2,-3,0,0,Evade Window,1,Nargacuga Essence,1,,,,,,,Nargacuga Blackfur+,2,Nargacuga Shard,2,Nargacuga Cutwing+,1,Vespoid Razorwing,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Greaves α+,0,10,2,0,0,M7,142,152,3,-3,1,-1,-1,Handicraft,2,Heat Guard,1,Glavenus Essence,1,,,,,Glavenus Cortex,2,Glavenus Shard,1,Glavenus Hellshell,2,赤熱した溶炉嚢,2,174,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Greaves β+,0,10,4,0,0,M7,142,152,3,-3,1,-1,-1,Handicraft,2,Glavenus Essence,1,,,,,,,Glavenus Cortex,2,Glavenus Shard,1,Glavenus Hellshell,2,赤熱した溶炉嚢,2,174,Spiritvein Gem,1,Purecrystal,2,0,
Acidic Glavenus Greaves α+,0,11,1,0,0,M14,150,158,-3,2,-1,2,-1,Maximum Might,2,Stamina Surge,1,Glavenus Essence,1,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Large Wyvern Gem,1,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Acidic Glavenus Greaves β+,0,11,4,2,0,M14,150,158,-3,2,-1,2,-1,Maximum Might,1,Glavenus Essence,1,,,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Large Wyvern Gem,1,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Brachydios Greaves α+,0,10,2,0,0,M9,142,152,3,-2,1,-3,1,Agitator,2,Artillery,2,Brachydios Essence,1,,,,,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Pounder+,2,Barnos Hardclaw,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Brachydios Greaves β+,0,10,4,0,0,M9,142,152,3,-2,1,-3,1,Agitator,2,Artillery,1,Brachydios Essence,1,,,,,Fine Brachydios Ebonshell,2,Brachydios Cortex,1,Brachydios Pounder+,2,Barnos Hardclaw,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Greaves α+,0,10,3,1,0,M9,142,152,2,0,-3,0,-2,Speed Eating,1,Free Meal,1,Tigrex Essence,1,,,,,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardclaw,1,Monster Slogbone,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Greaves β+,0,10,4,2,0,M9,142,152,2,0,-3,0,-2,Speed Eating,1,Tigrex Essence,1,,,,,,,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardclaw,1,Monster Slogbone,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Rex Roar Greaves α+,0,11,1,0,0,M70,156,164,3,-4,-2,0,0,Agitator,3,Weakness Exploit,1,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Hardfang,2,Brute Tigrex Hardclaw,2,Tigrex Mantle,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rex Roar Greaves β+,0,11,4,0,0,M70,156,164,3,-4,-2,0,0,Agitator,2,Weakness Exploit,1,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Hardfang,2,Brute Tigrex Hardclaw,2,Tigrex Mantle,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Greaves α+,0,11,2,2,0,,150,158,1,1,1,1,2,Wide-Range,2,Recovery Up,1,Instructor's Guidance,1,,,,,Black Belt Coin,2,Glavenus Coin,3,Hornetaur Razorwing,3,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Greaves β+,0,11,4,2,0,,150,158,1,1,1,1,2,Wide-Range,2,Instructor's Guidance,1,,,,,,,Black Belt Coin,2,Glavenus Coin,3,Hornetaur Razorwing,3,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Greaves α+,0,11,2,0,0,M17,152,160,-2,0,-1,-1,4,Attack Boost,2,Mushroomancer,2,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Radobaan Oilshell+,1,Monster Slogbone,4,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Greaves β+,0,11,4,2,0,M17,152,160,-2,0,-1,-1,4,Attack Boost,1,Mushroomancer,1,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Radobaan Oilshell+,1,Monster Slogbone,4,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Greaves α+,0,11,2,1,0,M17,152,160,4,-2,0,0,0,Defense Boost,2,Guard,2,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Pukei-Pukei Fellwing,1,Spiritvein Crystal,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Greaves β+,0,11,4,2,0,M17,152,160,4,-2,0,0,0,Defense Boost,2,Guard,1,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Pukei-Pukei Fellwing,1,Spiritvein Crystal,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Greaves α+,0,11,3,0,0,M18,154,162,3,1,-2,-4,-2,Earplugs,2,Jump Master,1,Bazelgeuse Ambition,1,,,,,Flickering Silvershell,3,Bazelgeuse Shard,2,Scorching Silverwing,2,Tigrex Mantle,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Greaves β+,0,11,4,2,0,M18,154,162,3,1,-2,-4,-2,Earplugs,1,Jump Master,1,Bazelgeuse Ambition,1,,,,,Flickering Silvershell,3,Bazelgeuse Shard,2,Scorching Silverwing,2,Tigrex Mantle,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Greaves α+,0,11,2,2,0,M21,156,164,2,1,-3,1,-3,Speed Eating,2,Stamina Thief,1,Deviljho Essence,1,,,,,Deviljho Blackpiel,3,Deviljho Shard,2,Deviljho Ripper,1,Dragonbone Artifact,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Greaves β+,0,11,4,2,0,M21,156,164,2,1,-3,1,-3,Speed Eating,1,Stamina Thief,1,Deviljho Essence,1,,,,,Deviljho Blackpiel,3,Deviljho Shard,2,Deviljho Ripper,1,Dragonbone Artifact,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rimeguard Greaves α+,0,12,1,1,0,M17,154,160,-3,2,-1,4,-1,Critical Draw,2,Coalescence,1,Velkhana Divinity,1,,,,,Velkhana Cortex,3,冰龍の厚龍鱗,3,Velkhana Lash,1,Odogaron Mantle,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Rimeguard Greaves β+,0,12,4,1,0,M17,154,160,-3,2,-1,4,-1,Critical Draw,2,Velkhana Divinity,1,,,,,,,Velkhana Cortex,3,冰龍の厚龍鱗,3,Velkhana Lash,1,Odogaron Mantle,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Greaves α+,0,12,3,2,0,M19,156,162,-2,4,1,1,-3,Effluvia Resistance,2,Dragon Attack,2,Vaal Soulvein,1,,,,,Vaal Hazak Cortex,3,Deceased Shard,3,Vaal Hazak Flail,1,Deathweaver Membrane,2,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Greaves β+,0,12,4,3,0,M19,156,162,-2,4,1,1,-3,Effluvia Resistance,2,Vaal Soulvein,1,,,,,,,Vaal Hazak Cortex,3,Deceased Shard,3,Vaal Hazak Flail,1,Deathweaver Membrane,2,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Greaves α+,0,12,2,0,0,M19,156,162,3,-3,1,-3,1,Latent Power,2,Blast Attack,2,Teostra Technique,1,,,,,Teostra Cortex,3,炎王龍の剛爪,2,炎王龍の剛翼,2,Anjanath Mantle,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Greaves β+,0,12,4,0,0,M19,156,162,3,-3,1,-3,1,Latent Power,2,Blast Attack,1,Teostra Technique,1,,,,,Teostra Cortex,3,炎王龍の剛爪,2,炎王龍の剛翼,2,Anjanath Mantle,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Crus α+,0,12,1,0,0,M19,156,162,0,2,-3,4,-2,Evade Extender,2,Handicraft,2,Kushala Daora Flight,1,,,,,Daora Cortex,4,Daora Hardclaw,3,Daora Lash,1,Nargacuga Mantle,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Crus β+,0,12,4,3,0,M19,156,162,0,2,-3,4,-2,Evade Extender,2,Kushala Daora Flight,1,,,,,,,Daora Cortex,4,Daora Hardclaw,3,Daora Lash,1,Nargacuga Mantle,1,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Leg Guards α+,0,12,1,0,0,M19,154,160,-3,-2,4,-2,2,Free Elem/Ammo Up,2,Critical Eye,2,Kirin Divinity,1,,,,,Kirin Silvermane,3,幻獣の剛雷角,2,Kirin Thundertail+,2,Large Elder Dragon Gem,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Leg Guards β+,0,12,4,0,0,M19,154,160,-3,-2,4,-2,2,Free Elem/Ammo Up,2,Kirin Divinity,1,,,,,,,Kirin Silvermane,3,幻獣の剛雷角,2,Kirin Thundertail+,2,Large Elder Dragon Gem,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Greaves α+,0,12,2,1,0,M20,158,164,-3,4,3,0,-2,Stamina Surge,2,Blight Resistance,1,Namielle Divinity,1,,,,,Namielle Finehide,2,Namielle Fellwing,2,Pure Dragon Blood,3,Rathian Mantle,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Greaves β+,0,12,4,2,0,M20,158,164,-3,4,3,0,-2,Stamina Surge,2,Namielle Divinity,1,,,,,,,Namielle Finehide,2,Namielle Fellwing,2,Pure Dragon Blood,3,Rathian Mantle,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guild Palace Greaves α+,0,11,2,0,0,M70,154,162,1,2,2,1,1,Heroics,3,Health Boost,1,Guild Pride,1,,,,,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Deceased Shard,4,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guild Palace Greaves β+,0,11,4,1,0,M70,154,162,1,2,2,1,1,Heroics,2,Health Boost,1,Guild Pride,1,,,,,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Deceased Shard,4,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Shara Ishvalda Greaves α+,0,12,1,1,1,M23,162,168,0,-2,3,-3,0,Partbreaker,2,Defense Boost,2,Shara Ishvalda Divinity,1,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Fey Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Shara Ishvalda Greaves β+,0,12,4,2,1,M23,162,168,0,-2,3,-3,0,Partbreaker,1,Defense Boost,1,Shara Ishvalda Divinity,1,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Fey Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Spurs α+,0,12,3,1,0,M24,160,166,4,-3,-1,-2,-3,Earplugs,1,Handicraft,1,Zorah Magdaros Essence,1,,,,,Fierce Dragonvein Bone,2,Distorted Crystal,3,Malformed Frenzybone,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Spurs β+,0,12,4,3,0,M24,160,166,4,-3,-1,-2,-3,Earplugs,1,Zorah Magdaros Essence,1,,,,,,,Fierce Dragonvein Bone,2,Distorted Crystal,3,Malformed Frenzybone,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Garuga Greaves α+,0,11,3,3,0,M24,154,162,2,-3,2,-2,-2,Critical Eye,2,Piercing Shots,1,,,,,,,Garuga Cortex,2,Garuga Shard,2,Garuga Silverpelt,3,Fierce Dragonvein Bone,5,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Garuga Greaves β+,0,11,4,2,2,M24,154,162,2,-3,2,-2,-2,Critical Eye,2,,,,,,,,,Garuga Cortex,2,Garuga Shard,2,Garuga Silverpelt,3,Fierce Dragonvein Bone,5,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
