#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号
Anja Coil α+,0,9,3,1,0,M4,132,148,3,-3,-1,-1,0,Fire Resistance,2,Artillery,1,Anjanath Dominance,1,,,,,Anjanath Fur,2,Anjanath Shard,1,Anjanath Hardfang,2,Tough Claw,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Anja Coil β+,0,9,4,2,0,M4,132,148,3,-3,-1,-1,0,Fire Resistance,2,Anjanath Dominance,1,,,,,,,Anjanath Fur,2,Anjanath Shard,1,Anjanath Hardfang,2,Tough Claw,2,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Fulgur Coil α+,0,11,1,0,0,M13,146,154,-1,-1,2,-3,0,Weakness Exploit,2,Item Prolonger,1,Anjanath Dominance,1,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Hardfang,1,Heavy Fulgur Anjanath Nosebone,1,Fulgur Anjanath Mantle,1,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Fulgur Coil β+,0,11,4,1,0,M13,146,154,-1,-1,2,-3,0,Weakness Exploit,1,Item Prolonger,1,Anjanath Dominance,1,,,,,Fulgur Anjanath Thickfur,3,Fulgur Anjanath Hardfang,1,Heavy Fulgur Anjanath Nosebone,1,Fulgur Anjanath Mantle,1,170,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rathian Coil α+,0,9,3,2,0,M4,130,146,2,0,-2,0,-3,Poison Resistance,2,Health Boost,1,Rathian Essence,1,,,,,Rathian Cortex,2,Rathian Shard,1,Monster Toughbone,4,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rathian Coil β+,0,9,4,2,0,M4,130,146,2,0,-2,0,-3,Poison Resistance,1,Health Boost,1,Rathian Essence,1,,,,,Rathian Cortex,2,Rathian Shard,1,Monster Toughbone,4,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Coil α+,0,9,3,0,0,M6,132,148,3,0,-3,0,-4,Handicraft,1,Poison Resistance,2,Rathian Essence,1,,,,,Pink Rathian Cortex,2,Pink Rathian Shard,1,Monster Toughbone,4,Meldspar Ore,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Rath Heart Coil β+,0,9,4,0,0,M6,132,148,3,0,-3,0,-4,Handicraft,1,Poison Resistance,1,Rathian Essence,1,,,,,Pink Rathian Cortex,2,Pink Rathian Shard,1,Monster Toughbone,4,Meldspar Ore,3,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Coil α+,0,9,2,2,0,M4,130,146,-3,2,0,1,0,Divine Blessing,2,Windproof,1,,,,,,,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Fellwing,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Coil β+,0,9,4,1,0,M4,130,146,-3,2,0,1,0,Divine Blessing,1,Windproof,1,,,,,,,Paolumu Thickfur,2,Paolumu Shard,2,Paolumu Fellwing,1,,,168,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Coil α+,0,9,2,0,0,M4,132,148,-3,-3,2,1,1,Sleep Attack,2,Wide-Range,1,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,2,Nightshade Paolumu Fellwing,2,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Lumu Phantasm Coil β+,0,9,4,0,0,M4,132,148,-3,-3,2,1,1,Sleep Attack,2,,,,,,,,,Nightshade Paolumu Thickfur,2,Nightshade Paolumu Shard,2,Nightshade Paolumu Fellwing,2,,,170,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Coil α+,0,9,1,0,0,M4,134,150,0,2,0,-1,-2,Guard,2,Sleep Resistance,2,,,,,,,Radobaan Cortex,2,Radobaan Oilshell+,1,Large Wyvern Bonemass,1,Thick Bone,3,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Baan Coil β+,0,9,4,0,0,M4,134,150,0,2,0,-1,-2,Guard,2,,,,,,,,,Radobaan Cortex,2,Radobaan Oilshell+,1,Large Wyvern Bonemass,1,Thick Bone,3,172,Spiritvein Gem Shard,1,Dragonbone Artifact,1,0,
Artian Coil α+,0,10,1,1,0,,142,152,1,-2,-2,2,3,Tool Specialist,2,Critical Eye,1,Ancient Divinity,1,,,,,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Flood Sac,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Artian Coil β+,0,10,4,1,0,,142,152,1,-2,-2,2,3,Tool Specialist,1,Critical Eye,1,Ancient Divinity,1,,,,,Ancient Fragment,2,Monster Toughbone,2,Meldspar Ore,3,Flood Sac,4,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Coil α+,0,10,2,0,0,,142,152,2,2,2,-1,-1,Partbreaker,2,Sleep Functionality,1,Commission Alchemy,1,,,,,Steam Ticket,2,Monster Toughbone,2,Spiritvein Crystal,4,Ultraplegia Sac,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Clockwork Coil β+,0,10,4,1,0,,142,152,2,2,2,-1,-1,Partbreaker,2,Commission Alchemy,1,,,,,,,Steam Ticket,2,Monster Toughbone,2,Spiritvein Crystal,4,Ultraplegia Sac,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Coil α+,0,10,2,0,0,M6,136,146,-2,0,3,-1,0,Windproof,2,Free Elem/Ammo Up,1,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Purecrystal,1,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Ingot Coil β+,0,10,4,1,0,M6,136,146,-2,0,3,-1,0,Windproof,1,Free Elem/Ammo Up,1,,,,,,,Meldspar Ore,2,Monster Slogbone,1,Purecrystal,1,,,168,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Faulds α+,0,10,3,0,0,M6,138,148,-3,2,-2,3,0,Quick Sheath,1,Recovery Up,1,Barioth Hidden Art,1,,,,,Barioth Thickfur,2,琥珀色の重殻,2,Barioth Greatspike,2,Wulg Thickfur,2,170,Spiritvein Gem,1,Purecrystal,2,0,
Barioth Faulds β+,0,10,4,0,0,M6,138,148,-3,2,-2,3,0,Quick Sheath,1,Barioth Hidden Art,1,,,,,,,Barioth Thickfur,2,琥珀色の重殻,2,Barioth Greatspike,2,Wulg Thickfur,2,170,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Coil α+,0,10,2,0,0,M7,140,150,3,1,-2,1,-3,Fire Attack,2,Focus,2,Rathalos Essence,1,,,,,Rathalos Cortex,2,Rathalos Shard,2,Rathalos Fellwing,2,Conflagrant Sac,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Rathalos Coil β+,0,10,4,2,0,M7,140,150,3,1,-2,1,-3,Fire Attack,2,Rathalos Essence,1,,,,,,,Rathalos Cortex,2,Rathalos Shard,2,Rathalos Fellwing,2,Conflagrant Sac,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Rath Soul Coil α+,0,11,3,0,0,M13,148,156,3,2,2,-3,-4,Windproof,2,Piercing Shots,1,Rathalos Essence,1,,,,,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Azure Rathalos Fellwing,1,Wingdrake Finehide,3,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rath Soul Coil β+,0,11,4,2,0,M13,148,156,3,2,2,-3,-4,Windproof,2,Rathalos Essence,1,,,,,,,Azure Rathalos Cortex,3,Azure Rathalos Shard,2,Azure Rathalos Fellwing,1,Wingdrake Finehide,3,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Coil α+,0,10,2,0,0,M7,140,150,3,-2,0,-3,2,Marathon Runner,2,Critical Draw,1,Diablos Ambition,1,,,,,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Kestodon Husk,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Coil β+,0,10,4,1,0,M7,140,150,3,-2,0,-3,2,Marathon Runner,2,Diablos Ambition,1,,,,,,,Diablos Chine,2,Diablos Cortex,1,Twisted Stouthorn,1,Kestodon Husk,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Diablos Nero Coil α+,0,11,2,0,0,M13,148,156,2,-3,0,-4,2,Slugger,2,Partbreaker,1,Diablos Ambition,1,,,,,Black Diablos Chine,3,Black Diablos Cortex,1,Blackcurl Stouthorn,1,Diablos Hardhorn,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Diablos Nero Coil β+,0,11,4,1,0,M13,148,156,2,-3,0,-4,2,Slugger,2,Diablos Ambition,1,,,,,,,Black Diablos Chine,3,Black Diablos Cortex,1,Blackcurl Stouthorn,1,Diablos Hardhorn,1,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Legiana Coil α+,0,10,2,0,0,M7,140,150,-1,2,-3,3,0,Ice Attack,2,Windproof,2,Legiana Ambition,1,,,,,Legiana Thickhide,2,Legiana Shard,1,Legiana Tail Webbing+,2,Cryo Sac,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Legiana Coil β+,0,10,4,1,0,M7,140,150,-1,2,-3,3,0,Ice Attack,2,Windproof,1,Legiana Ambition,1,,,,,Legiana Thickhide,2,Legiana Shard,1,Legiana Tail Webbing+,2,Cryo Sac,3,172,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Coil α+,0,11,1,1,0,M12,146,154,-3,2,-1,3,0,Evade Extender,2,Focus,1,Legiana Ambition,1,,,,,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Cryo Sac,4,170,Spiritvein Gem,1,Purecrystal,2,0,
Hoarcry Coil β+,0,11,4,0,0,M12,146,154,-3,2,-1,3,0,Evade Extender,2,Legiana Ambition,1,,,,,,,Rimed Hide,3,Legiana Shard,2,Stark Wing,1,Cryo Sac,4,170,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Coil α+,0,10,2,0,0,M7,140,150,2,2,-2,-3,0,Critical Eye,3,Speed Sharpening,1,Odogaron Essence,1,,,,,Hard Odogaron Sinew,2,Odogaron Shard,2,Odogaron Hardfang,1,Monster Slogbone,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Odogaron Coil β+,0,10,4,2,0,M7,140,150,2,2,-2,-3,0,Critical Eye,2,Odogaron Essence,1,,,,,,,Hard Odogaron Sinew,2,Odogaron Shard,2,Odogaron Hardfang,1,Monster Slogbone,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Death Garon Coil α+,0,11,2,1,0,M14,148,156,-2,-3,-2,-2,4,Dragon Attack,2,Latent Power,1,Odogaron Essence,1,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Hardfang,3,Monster Solidbone,4,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Death Garon Coil β+,0,11,4,2,0,M14,148,156,-2,-3,-2,-2,4,Dragon Attack,2,Odogaron Essence,1,,,,,,,Hard Ebony Odogaron Sinew,3,Ebony Odogaron Shard,2,Ebony Odogaron Hardfang,3,Monster Solidbone,4,172,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Lavasioth Coil α+,0,10,1,0,0,M7,140,150,3,-3,1,-2,2,Quick Sheath,2,Recovery Up,2,,,,,,,Lavasioth Cortex,2,Lavasioth Shard,1,Lavasioth Grandfin,2,Meldspar Ore,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Lavasioth Coil β+,0,10,4,0,0,M7,140,150,3,-3,1,-2,2,Quick Sheath,2,Recovery Up,1,,,,,,,Lavasioth Cortex,2,Lavasioth Shard,1,Lavasioth Grandfin,2,Meldspar Ore,4,172,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Coil α+,0,10,2,1,0,M7,144,154,4,-3,1,-2,-2,Partbreaker,1,Guard,1,Uragaan Ambition,1,,,,,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Jaw+,1,Monster Slogbone,4,176,Spiritvein Gem,1,Purecrystal,2,0,
Uragaan Coil β+,0,10,4,2,0,M7,144,154,4,-3,1,-2,-2,Partbreaker,1,Uragaan Ambition,1,,,,,,,Uragaan Cortex,2,Uragaan Shard,2,Uragaan Jaw+,1,Monster Slogbone,4,176,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Faulds α+,0,10,1,0,0,M7,140,150,-2,2,-3,0,0,Evade Window,2,Stamina Surge,1,Nargacuga Essence,1,,,,,Nargacuga Blackfur+,2,Nargacuga Cutwing+,2,Nargacuga Lash,1,Nargacuga Mantle,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Nargacuga Faulds β+,0,10,4,0,0,M7,140,150,-2,2,-3,0,0,Evade Window,1,Stamina Surge,1,Nargacuga Essence,1,,,,,Nargacuga Blackfur+,2,Nargacuga Cutwing+,2,Nargacuga Lash,1,Nargacuga Mantle,1,172,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Faulds α+,0,10,1,1,0,M7,142,152,3,-3,1,-1,-1,Maximum Might,2,Normal Shots,1,Glavenus Essence,1,,,,,Glavenus Cortex,2,Glavenus Shard,2,Glavenus Hardfang,1,赤熱した溶炉嚢,2,174,Spiritvein Gem,1,Purecrystal,2,0,
Glavenus Faulds β+,0,10,4,0,0,M7,142,152,3,-3,1,-1,-1,Maximum Might,2,Glavenus Essence,1,,,,,,,Glavenus Cortex,2,Glavenus Shard,2,Glavenus Hardfang,1,赤熱した溶炉嚢,2,174,Spiritvein Gem,1,Purecrystal,2,0,
Acidic Glavenus Coil α+,0,11,2,0,0,M14,150,158,-3,2,-1,2,-1,Handicraft,2,Iron Skin,2,Glavenus Essence,1,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Acidic Glavenus Coil β+,0,11,4,0,0,M14,150,158,-3,2,-1,2,-1,Handicraft,2,Glavenus Essence,1,,,,,,,Acidic Glavenus Cortex,3,Acidic Glavenus Shard,3,Acidic Glavenus Hardfang,2,Honed Acidcryst,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Brachydios Faulds α+,0,10,3,0,0,M9,142,152,3,-2,1,-3,1,Blast Attack,2,Stamina Thief,1,Brachydios Essence,1,,,,,Fine Brachydios Ebonshell,2,Brachydios Crown,1,Brachydios Lash,1,Glowing Slime,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Brachydios Faulds β+,0,10,4,2,0,M9,142,152,3,-2,1,-3,1,Blast Attack,2,Brachydios Essence,1,,,,,,,Fine Brachydios Ebonshell,2,Brachydios Crown,1,Brachydios Lash,1,Glowing Slime,3,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Tassets α+,0,10,3,1,0,M9,142,152,2,0,-3,0,-2,Earplugs,1,Free Meal,1,Tigrex Essence,1,,,,,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardfang,1,Thick Bone,5,174,Spiritvein Gem,1,Purecrystal,2,0,
Tigrex Tassets β+,0,10,4,2,1,M9,142,152,2,0,-3,0,-2,Earplugs,1,Tigrex Essence,1,,,,,,,Tigrex Cortex,2,Tigrex Shard,2,Tigrex Hardfang,1,Thick Bone,5,174,Spiritvein Gem,1,Purecrystal,2,0,
Rex Roar Coil α+,0,11,2,0,0,M70,156,164,3,-4,-2,0,0,Recovery Up,3,Weakness Exploit,1,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Hardclaw,3,Tigrex Lash,1,Twilight Crystal,3,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rex Roar Coil β+,0,11,4,0,0,M70,156,164,3,-4,-2,0,0,Recovery Up,2,Weakness Exploit,1,Tigrex Essence,1,,,,,Brute Tigrex Cortex,3,Brute Tigrex Hardclaw,3,Tigrex Lash,1,Twilight Crystal,3,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Tassets α+,0,11,3,0,0,,150,158,1,1,1,1,2,Recovery Up,2,Marathon Runner,1,Instructor's Guidance,1,,,,,Black Belt Coin,2,Paolumu Coin,3,Steel Gajau Whisker,2,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Black Belt Tassets β+,0,11,4,1,0,,150,158,1,1,1,1,2,Recovery Up,2,Instructor's Guidance,1,,,,,,,Black Belt Coin,2,Paolumu Coin,3,Steel Gajau Whisker,2,,,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Coil α+,0,11,2,1,0,M17,152,160,-2,0,-1,-1,4,Attack Boost,2,Stun Resistance,2,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Diablos Tailcase+,1,Monster Toughbone,5,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Dober Coil β+,0,11,4,2,0,M17,152,160,-2,0,-1,-1,4,Attack Boost,1,Stun Resistance,1,,,,,,,Large Elder Dragon Bone,2,Thick Bone,3,Diablos Tailcase+,1,Monster Toughbone,5,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Coil α+,0,11,3,2,0,M17,152,160,4,-2,0,0,0,Focus,1,Guard,1,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Rathian Weave,1,Bathycite Ore,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Damascus Coil β+,0,11,4,3,1,M17,152,160,4,-2,0,0,0,Focus,1,,,,,,,,,Pure Dragon Blood,2,Meldspar Ore,3,Rathian Weave,1,Bathycite Ore,1,176,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Coil α+,0,11,3,0,0,M18,154,162,3,1,-2,-4,-2,Bombardier,2,Critical Draw,1,Bazelgeuse Ambition,1,,,,,Flickering Silvershell,3,Bazelgeuse Shard,2,Bazelgeuse Hardclaw,3,Twisted Stouthorn,2,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Pride Coil β+,0,11,4,2,0,M18,154,162,3,1,-2,-4,-2,Bombardier,2,Bazelgeuse Ambition,1,,,,,,,Flickering Silvershell,3,Bazelgeuse Shard,2,Bazelgeuse Hardclaw,3,Twisted Stouthorn,2,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Faulds α+,0,11,1,0,0,M21,156,164,2,1,-3,1,-3,Stamina Thief,2,Handicraft,1,Deviljho Essence,1,,,,,Deviljho Blackpiel,3,Black Blood,3,Deviljho Ripper,1,Rathalos Mantle,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Esurient Faulds β+,0,11,4,1,0,M21,156,164,2,1,-3,1,-3,Stamina Thief,2,Deviljho Essence,1,,,,,,,Deviljho Blackpiel,3,Black Blood,3,Deviljho Ripper,1,Rathalos Mantle,1,180,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Rimeguard Coil α+,0,12,2,1,0,M17,154,160,-3,2,-1,4,-1,Flinch Free,1,Coalescence,1,Velkhana Divinity,1,,,,,Velkhana Cortex,3,冰龍の厚龍鱗,2,Velkhana Hardclaw,1,Pure Dragon Blood,2,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Rimeguard Coil β+,0,12,4,1,0,M17,154,160,-3,2,-1,4,-1,Flinch Free,1,Velkhana Divinity,1,,,,,,,Velkhana Cortex,3,冰龍の厚龍鱗,2,Velkhana Hardclaw,1,Pure Dragon Blood,2,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Coil α+,0,12,2,1,0,M19,156,162,-2,4,1,1,-3,Speed Eating,2,Peak Performance,1,Vaal Soulvein,1,,,,,Vaal Hazak Cortex,3,Deceased Shard,2,Vaal Hazak Fellwing,4,Deathweaver Membrane,2,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Fellshroud Coil β+,0,12,4,2,0,M19,156,162,-2,4,1,1,-3,Speed Eating,2,Vaal Soulvein,1,,,,,,,Vaal Hazak Cortex,3,Deceased Shard,2,Vaal Hazak Fellwing,4,Deathweaver Membrane,2,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Coil α+,0,12,3,0,0,M19,156,162,3,-3,1,-3,1,Blast Attack,2,Weakness Exploit,1,Teostra Technique,1,,,,,Teostra Cortex,3,Hellfire Shard,3,炎王龍の剛翼,2,Pure Dragon Blood,3,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kaiser Coil β+,0,12,4,2,1,M19,156,162,3,-3,1,-3,1,Blast Attack,2,Teostra Technique,1,,,,,,,Teostra Cortex,3,Hellfire Shard,3,炎王龍の剛翼,2,Pure Dragon Blood,3,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Cocoon α+,0,12,2,0,0,M19,156,162,0,2,-3,4,-2,Ice Attack,3,Evade Extender,1,Kushala Daora Flight,1,,,,,Daora Cortex,4,Daora Shard,3,Daora Hardhorn,1,Amber Hardfang,3,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kushala Cocoon β+,0,12,4,1,0,M19,156,162,0,2,-3,4,-2,Ice Attack,3,Kushala Daora Flight,1,,,,,,,Daora Cortex,4,Daora Shard,3,Daora Hardhorn,1,Amber Hardfang,3,174,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Hoop α+,0,12,2,0,0,M19,154,160,-3,-2,4,-2,2,Blight Resistance,2,Free Elem/Ammo Up,1,Kirin Divinity,1,,,,,Kirin Silvermane,3,Kirin Finehide,2,Pure Dragon Blood,1,Purecrystal,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Kirin Hoop β+,0,12,4,1,1,M19,154,160,-3,-2,4,-2,2,Blight Resistance,2,Kirin Divinity,1,,,,,,,Kirin Silvermane,3,Kirin Finehide,2,Pure Dragon Blood,1,Purecrystal,1,172,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Coil α+,0,12,1,1,1,M20,158,164,-3,4,3,0,-2,Constitution,2,Stamina Surge,1,Namielle Divinity,1,,,,,Namielle Finehide,2,Namielle Whisker,2,Namielle Lash,1,Large Elder Dragon Gem,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Tentacle Coil β+,0,12,4,1,1,M20,158,164,-3,4,3,0,-2,Constitution,1,Stamina Surge,1,Namielle Divinity,1,,,,,Namielle Finehide,2,Namielle Whisker,2,Namielle Lash,1,Large Elder Dragon Gem,1,176,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guild Palace Coil α+,0,11,1,1,0,M70,154,162,1,2,2,1,1,Agitator,3,Resuscitate,1,Guild Pride,1,,,,,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Namielle Fellwing,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guild Palace Coil β+,0,11,4,1,0,M70,154,162,1,2,2,1,1,Agitator,2,Resuscitate,1,Guild Pride,1,,,,,Hero King Coin,1,Tigrex Coin,3,Black Belt Coin,2,Namielle Fellwing,3,174,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Shara Ishvalda Coil α+,0,12,3,2,0,M23,162,168,0,-2,3,-3,0,Health Boost,2,Recovery Up,1,Shara Ishvalda Divinity,1,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Large Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Shara Ishvalda Coil β+,0,12,4,3,0,M23,162,168,0,-2,3,-3,0,Health Boost,2,Shara Ishvalda Divinity,1,,,,,,,Shara Ishvalda Boulderplate,4,Shara Ishvalda Tenderscale,2,Shara Ishvalda Petalstone,3,Large Wyvern Gem,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Spine α+,0,12,3,2,0,M24,160,166,4,-3,-1,-2,-3,Tremor Resistance,1,Artillery,1,Zorah Magdaros Essence,1,,,,,Fierce Dragonvein Bone,2,Large Elder Dragon Bone,2,Pure Dragon Blood,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Zorah Spine β+,0,12,4,3,0,M24,160,166,4,-3,-1,-2,-3,Tremor Resistance,1,Zorah Magdaros Essence,1,,,,,,,Fierce Dragonvein Bone,2,Large Elder Dragon Bone,2,Pure Dragon Blood,3,Conqueror's Seal,1,178,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Garuga Tassets α+,0,11,1,1,0,M24,154,162,2,-3,2,-2,-2,Resentment,2,Poison Attack,2,,,,,,,Garuga Cortex,2,Garuga Fellwing,2,Garuga Lash,1,Fey Wyvern Gem,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Garuga Tassets β+,0,11,4,3,0,M24,154,162,2,-3,2,-2,-2,Resentment,2,,,,,,,,,Garuga Cortex,2,Garuga Fellwing,2,Garuga Lash,1,Fey Wyvern Gem,1,178,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Zinogre Coil α+,0,11,2,0,0,M24,158,166,-1,-1,4,-4,1,Power Prolonger,1,Thunder Attack,2,Zinogre Essence,1,,,,,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Hardhorn,1,Forest Crystal,3,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Zinogre Coil β+,0,11,4,2,0,M24,158,166,-1,-1,4,-4,1,Power Prolonger,1,Zinogre Essence,1,,,,,,,Zinogre Electrofur+,3,Zinogre Cortex,2,Zinogre Hardhorn,1,Forest Crystal,3,182,Spiritvein Gem,1,Large Wyvern Gem,1,0,
Guildwork Waist α+,0,12,3,2,0,M24,162,168,2,1,1,2,2,Forager's Luck,1,Detector,1,Guild Pride,1,,,,,調査団チケットG,1,Effluvial Crystal,2,Effluvial Frenzybone,2,Thermae Ticket,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Guildwork Waist β+,0,12,4,3,0,M24,162,168,2,1,1,2,2,Forager's Luck,1,Guild Pride,1,,,,,,,調査団チケットG,1,Effluvial Crystal,2,Effluvial Frenzybone,2,Thermae Ticket,1,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunecoil α+,0,12,2,2,0,M70,162,168,3,-2,-4,0,4,Divine Blessing,3,Health Boost,1,Gold Rathian Essence,1,,,,,Gold Rathian Cortex,4,Gold Rathian Shard,2,Gold Rathian Surspike,1,Dragonvein Solidbone,8,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Golden Lunecoil β+,0,12,4,2,0,M70,162,168,3,-2,-4,0,4,Divine Blessing,3,Gold Rathian Essence,1,,,,,,,Gold Rathian Cortex,4,Gold Rathian Shard,2,Gold Rathian Surspike,1,Dragonvein Solidbone,8,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solcoil α+,0,12,1,1,0,M70,162,168,4,-3,-2,-2,3,Windproof,2,Critical Boost,1,Silver Rathalos Essence,1,,,,,Silver Rathalos Cortex,4,Silver Rathalos Fellwing,4,Rath Gleam,3,導きの龍骨【珊瑚礁】,3,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
Silver Solcoil β+,0,12,4,1,0,M70,162,168,4,-3,-2,-2,3,Windproof,1,Critical Boost,1,Silver Rathalos Essence,1,,,,,Silver Rathalos Cortex,4,Silver Rathalos Fellwing,4,Rath Gleam,3,導きの龍骨【珊瑚礁】,3,180,Great Spiritvein Gem,1,Pure Dragon Blood,2,0,
